batch_size,dropout,hidden_size,learning_rate,num_layers,shuffle,split_type,use_attention,weight_decay,window_size,r2,test_rmse,test_mae,best_val_rmse,epochs,time_sec
2048,0.2,384,0.001,1,True,normal,False,0.001,72,0.5761829614639282,1.2641704082489014,0.7074427604675293,0.4837730386568233,39,49.2
2048,0.2,384,0.001,1,True,normal,False,0.001,24,0.5718662738800049,1.2576948404312134,0.7039899826049805,0.4734907382608576,36,20.6
2048,0.2,384,0.001,1,True,normal,False,0.001,48,0.5716193914413452,1.2633647918701172,0.7090759873390198,0.4751174348957339,38,34.3
2048,0.15,384,0.001,1,True,normal,False,0.001,72,0.5707248449325562,1.272284746170044,0.7098361849784851,0.4806351686423107,39,48.7
2048,0.15,384,0.001,1,True,normal,False,0.001,24,0.5681765675544739,1.263102650642395,0.7064672708511353,0.4728497167437196,36,20.7
2048,0.1,384,0.001,1,True,normal,False,0.0001,72,0.5678143501281738,1.2765905857086182,0.7069177031517029,0.484977203976045,31,37.6
2048,0.3,384,0.001,1,True,normal,False,0.001,24,0.5658395290374756,1.266516089439392,0.7123614549636841,0.47325022469027395,31,18.1
2048,0.1,384,0.001,1,True,normal,False,0.001,24,0.565506637096405,1.2670015096664429,0.7112765908241272,0.4756076214499278,36,20.6
2048,0.1,384,0.001,1,True,normal,False,0.001,72,0.5654720067977905,1.2800451517105103,0.7189849615097046,0.47977374336587414,36,43.6
2048,0.2,384,0.001,1,True,normal,False,0.0,72,0.565399169921875,1.280152440071106,0.711575448513031,0.48851463214390156,31,38.1
2048,0.3,384,0.001,1,True,normal,False,0.001,72,0.5651830434799194,1.280470848083496,0.7224655747413635,0.48791650952119364,31,38.5
2048,0.3,384,0.001,1,True,normal,False,0.0001,48,0.5647972822189331,1.2733848094940186,0.7120470404624939,0.47882905240601414,31,28.1
1024,0.1,384,0.001,1,True,normal,False,0.001,72,0.561936616897583,1.2852420806884766,0.7261365056037903,0.4777800019853962,31,39.2
2048,0.3,384,0.001,1,True,normal,False,0.0001,72,0.5613716840744019,1.2860705852508545,0.7224277853965759,0.4862444382437343,31,39.1
2048,0.2,384,0.001,1,True,normal,False,0.0001,72,0.5613682270050049,1.2860755920410156,0.7270689010620117,0.4850822458322049,43,54.5
2048,0.15,384,0.001,1,True,normal,False,0.0001,72,0.5611610412597656,1.2863792181015015,0.71208655834198,0.4815608769954155,31,38.8
1024,0.15,384,0.001,1,True,normal,False,0.001,72,0.5609883069992065,1.2866324186325073,0.7246862053871155,0.48007012745663247,31,40.9
2048,0.2,384,0.001,1,True,normal,False,0.0001,48,0.5597290992736816,1.280778169631958,0.7152920961380005,0.4767210198664709,38,34.4
2048,0.15,384,0.001,1,True,normal,False,0.0001,48,0.5583330392837524,1.2828069925308228,0.722445011138916,0.478751235447167,38,35.0
2048,0.2,384,0.001,1,True,normal,False,0.0001,24,0.5578653812408447,1.2780940532684326,0.7184075117111206,0.47715764348711087,42,24.3
2048,0.15,384,0.001,1,True,normal,False,0.001,48,0.5575535297393799,1.2839385271072388,0.722836971282959,0.47343634267577517,38,34.0
